"symbol"	"log2fc"	"pv"	"fdr"	"sv"	"dataset_id"	"dataset_annot"
"Emc1"	0.7573225	0.0381	0.4525202	1.41907502432438	"GSE22873"	"myd88_liver"
"Enpp1"	0.75265644	0.00395	0.3538968	2.40340290437354	"GSE22873"	"myd88_liver"
"Oxsr1"	0.75213031	0.000488	0.2206303	3.31158017799729	"GSE22873"	"myd88_liver"
"G3bp1"	0.75180519	0.0454	0.4649545	1.3429441471429	"GSE22873"	"myd88_liver"
"Cdc73"	0.75154462	0.0399	0.4561984	1.39902710431325	"GSE22873"	"myd88_liver"
"Atp6v0a2"	0.75091244	0.0436	0.4619256	1.36051351073141	"GSE22873"	"myd88_liver"
"Ube3b"	0.75037487	0.0014	0.2840335	2.85387196432176	"GSE22873"	"myd88_liver"
"Nectin3"	0.75033432	0.03	0.4349953	1.52287874528034	"GSE22873"	"myd88_liver"
"Chd8"	0.7501575	0.00866	0.3823374	2.06248210798265	"GSE22873"	"myd88_liver"
"Szt2"	0.74973612	0.00353	0.3538968	2.45222529461218	"GSE22873"	"myd88_liver"
"Pim1"	0.74922665	0.0197	0.4105131	1.70553377383841	"GSE22873"	"myd88_liver"
"Numb"	0.74872221	0.00162	0.2908202	2.79048498545737	"GSE22873"	"myd88_liver"
"Sos1"	0.74872057	0.0203	0.4108452	1.69250396208679	"GSE22873"	"myd88_liver"
"Adgrl2"	0.7475795	0.0206	0.4118174	1.68613277963085	"GSE22873"	"myd88_liver"
"Rbm39"	0.74714621	0.0451	0.4649545	1.34582345812204	"GSE22873"	"myd88_liver"
"Mmp15"	0.74669729	0.0171	0.4045122	1.76700388960785	"GSE22873"	"myd88_liver"
"Smarcd2"	0.74311698	0.00129	0.2774755	2.88941028970075	"GSE22873"	"myd88_liver"
"Mllt6"	0.74244242	0.0227	0.414943	1.64397414280688	"GSE22873"	"myd88_liver"
"Zfyve26"	0.74237606	0.0233	0.4161509	1.63264407897398	"GSE22873"	"myd88_liver"
"Casc4"	0.74179611	0.0405	0.4578636	1.39254497678533	"GSE22873"	"myd88_liver"
"Rtkn"	0.74169279	8.76e-05	0.1914027	4.05749589383192	"GSE22873"	"myd88_liver"
"Kif1b"	0.73972977	0.00964	0.3831139	2.01592296609717	"GSE22873"	"myd88_liver"
"Pex26"	0.73916757	0.00461	0.3567857	2.33629907461035	"GSE22873"	"myd88_liver"
"AI661453"	0.73804691	0.00351	0.3538968	2.45469288353418	"GSE22873"	"myd88_liver"
"Cd2bp2"	0.73770503	0.0159	0.4011866	1.79860287567955	"GSE22873"	"myd88_liver"
"Slc16a10"	0.73665135	0.0156	0.4011866	1.80687540164554	"GSE22873"	"myd88_liver"
"Crybg3"	0.73552194	0.00226	0.321528	2.6458915608526	"GSE22873"	"myd88_liver"
"Apbb2"	0.73356616	0.0228	0.4158741	1.64206515299955	"GSE22873"	"myd88_liver"
"Rxra"	0.73351669	0.00283	0.3445073	2.54821356447571	"GSE22873"	"myd88_liver"
"Traf6"	0.73180983	0.00554	0.3751855	2.25649023527157	"GSE22873"	"myd88_liver"
"Mgat5"	0.73115619	0.0278	0.4322201	1.55595520408192	"GSE22873"	"myd88_liver"
"Myo18a"	0.7302565	0.00906	0.3823374	2.04287180232319	"GSE22873"	"myd88_liver"
"Add3"	0.72853972	0.00486	0.3608765	2.31336373073771	"GSE22873"	"myd88_liver"
"Anks4b"	0.72849423	0.00897	0.3823374	2.04720755695591	"GSE22873"	"myd88_liver"
"Adgra3"	0.72811691	0.00302	0.3449019	2.51999305704285	"GSE22873"	"myd88_liver"
"Tshz2"	0.72705821	0.00204	0.3185597	2.6903698325741	"GSE22873"	"myd88_liver"
"Nfix"	0.72657525	0.0318	0.4392491	1.49757288001557	"GSE22873"	"myd88_liver"
"Chd3"	0.72655967	0.00957	0.3824068	2.01908806222316	"GSE22873"	"myd88_liver"
"Metap2"	0.72558893	0.00683	0.3823374	2.16557929631847	"GSE22873"	"myd88_liver"
"Abcc9"	0.72542123	0.0429	0.4605454	1.36754270781528	"GSE22873"	"myd88_liver"
"Cln3"	0.72423486	0.00413	0.3538968	2.3840499483436	"GSE22873"	"myd88_liver"
"Ppm1g"	0.72344117	0.045	0.4649545	1.34678748622466	"GSE22873"	"myd88_liver"
"Tmem41a"	0.72303517	0.0082	0.3823374	2.08618614761628	"GSE22873"	"myd88_liver"
"Gas1"	0.72237036	0.034	0.4440735	1.46852108295774	"GSE22873"	"myd88_liver"
"Il4ra"	0.72156633	0.00851	0.3823374	2.07007043991541	"GSE22873"	"myd88_liver"
"Dpysl2"	0.72136541	0.00411	0.3538968	2.38615817812393	"GSE22873"	"myd88_liver"
"Mark4"	0.7205101	0.0134	0.3935117	1.87289520163519	"GSE22873"	"myd88_liver"
"Zeb1"	0.71941115	0.000996	0.2623087	3.0017406615763	"GSE22873"	"myd88_liver"
"Lcor"	0.7192514	0.0134	0.3935117	1.87289520163519	"GSE22873"	"myd88_liver"
"Gdf10"	0.71881482	0.0157	0.4011866	1.80410034759077	"GSE22873"	"myd88_liver"
"Cygb"	0.71865102	0.0137	0.3935117	1.86327943284359	"GSE22873"	"myd88_liver"
"Ppfibp2"	0.71855121	0.00154	0.2901921	2.81247927916354	"GSE22873"	"myd88_liver"
"Wdr81"	0.71816908	0.000444	0.2162587	3.35261702988538	"GSE22873"	"myd88_liver"
"Tmem51"	0.71460795	0.000411	0.216052	3.38615817812393	"GSE22873"	"myd88_liver"
"Kansl1"	0.71422587	0.0167	0.4029742	1.77728352885242	"GSE22873"	"myd88_liver"
"Atxn1l"	0.71301799	0.018	0.4048185	1.74472749489669	"GSE22873"	"myd88_liver"
"Pitpnm1"	0.71277597	0.00234	0.3231823	2.63078414258986	"GSE22873"	"myd88_liver"
"Prepl"	0.71111278	0.0102	0.3856473	1.99139982823808	"GSE22873"	"myd88_liver"
"Galnt4"	0.7110426	0.0243	0.4192253	1.61439372640169	"GSE22873"	"myd88_liver"
"Zfp384"	0.7106987	0.015	0.4011866	1.82390874094432	"GSE22873"	"myd88_liver"
"Smarcc2"	0.7106793	0.0332	0.4424107	1.47886191629596	"GSE22873"	"myd88_liver"
"Lima1"	0.71004027	0.0222	0.4145074	1.65364702554936	"GSE22873"	"myd88_liver"
"Cfhr2"	0.71003498	0.00843	0.3823374	2.07417242537526	"GSE22873"	"myd88_liver"
"Nfe2l2"	0.70940816	0.0346	0.4440735	1.46092390120722	"GSE22873"	"myd88_liver"
"Fktn"	0.70918378	0.0063	0.3800001	2.20065945054642	"GSE22873"	"myd88_liver"
"Gata6"	0.70816133	0.0393	0.4549305	1.40560744962457	"GSE22873"	"myd88_liver"
"Tacc1"	0.70784937	0.0286	0.4325283	1.54363396687096	"GSE22873"	"myd88_liver"
"Ppp2ca"	0.70764271	0.0192	0.4078053	1.71669877129645	"GSE22873"	"myd88_liver"
"Dctn4"	0.70656041	0.0448	0.4648324	1.34872198600186	"GSE22873"	"myd88_liver"
"Ipmk"	0.70429905	0.0469	0.4681706	1.32882715728492	"GSE22873"	"myd88_liver"
"Acin1"	0.70370624	0.00257	0.3353437	2.59006687666871	"GSE22873"	"myd88_liver"
"Wwc1"	0.70271452	0.00109	0.2623087	2.96257350205938	"GSE22873"	"myd88_liver"
"Med13"	0.70203981	0.0221	0.4138435	1.65560772631489	"GSE22873"	"myd88_liver"
"Sik2"	0.70198061	0.0169	0.4029742	1.77211329538633	"GSE22873"	"myd88_liver"
"Hyal2"	0.70044935	0.000122	0.1959598	3.91364016932525	"GSE22873"	"myd88_liver"
"Psip1"	0.69996045	0.00783	0.3823374	2.10623823794206	"GSE22873"	"myd88_liver"
"Marveld1"	0.6990321	0.0307	0.4374616	1.51286162452281	"GSE22873"	"myd88_liver"
"Egln1"	0.69846685	0.0307	0.437664	1.51286162452281	"GSE22873"	"myd88_liver"
"Ssbp3"	0.69840072	0.00148	0.2861715	2.82973828460504	"GSE22873"	"myd88_liver"
"Pdgfra"	0.69774704	0.0182	0.4048526	1.73992861201493	"GSE22873"	"myd88_liver"
"Robo1"	0.69730421	0.00928	0.3823374	2.03245202378114	"GSE22873"	"myd88_liver"
"Cbl"	0.69565741	0.0426	0.4591336	1.37059040089728	"GSE22873"	"myd88_liver"
"Pik3r4"	0.69558258	0.0115	0.3930761	1.93930215964639	"GSE22873"	"myd88_liver"
"Zfhx4"	0.69543991	0.0112	0.388671	1.95078197732982	"GSE22873"	"myd88_liver"
"Zfp362"	0.69439631	0.0077	0.3823374	2.11350927482752	"GSE22873"	"myd88_liver"
"Pbx1"	0.69421195	0.0243	0.4192253	1.61439372640169	"GSE22873"	"myd88_liver"
"Prrc2c"	0.69347369	0.0165	0.4020339	1.78251605578609	"GSE22873"	"myd88_liver"
"Sbf1"	0.69247009	0.00191	0.3161809	2.71896663275227	"GSE22873"	"myd88_liver"
"Wnk4"	0.69069694	0.0109	0.3869928	1.96257350205938	"GSE22873"	"myd88_liver"
"Vwf"	0.69037835	0.00474	0.3601799	2.32422165832591	"GSE22873"	"myd88_liver"
"Erbb3"	0.69031651	0.0206	0.4118174	1.68613277963085	"GSE22873"	"myd88_liver"
"Mavs"	0.69023643	0.00207	0.3185597	2.68402965454308	"GSE22873"	"myd88_liver"
"Tap2"	0.68938008	0.00844	0.3823374	2.07365755337434	"GSE22873"	"myd88_liver"
"Ptpn3"	0.68862957	0.0205	0.4118174	1.68824613894425	"GSE22873"	"myd88_liver"
"Setx"	0.68826392	0.035	0.4450678	1.45593195564972	"GSE22873"	"myd88_liver"
"Gm8615///Gnpda1"	0.6877127	0.018	0.4048185	1.74472749489669	"GSE22873"	"myd88_liver"
"Gpc4"	0.68748618	0.00324	0.350688	2.48945498979339	"GSE22873"	"myd88_liver"
"Znfx1"	0.6862137	0.0276	0.4318583	1.55909091793478	"GSE22873"	"myd88_liver"
"Nat6///Hyal1"	0.68561809	0.0424	0.4579657	1.37263414340727	"GSE22873"	"myd88_liver"
"Capn15"	0.68480186	0.0195	0.4087214	1.70996538863748	"GSE22873"	"myd88_liver"
"Smap2"	0.6846956	0.00115	0.2684208	2.93930215964639	"GSE22873"	"myd88_liver"
"Birc6"	0.68455002	0.00248	0.3314023	2.60554831917378	"GSE22873"	"myd88_liver"
"Pias2"	0.68451601	0.0445	0.4642592	1.35163998901907	"GSE22873"	"myd88_liver"
"Iqsec1"	0.68444153	0.0195	0.4087214	1.70996538863748	"GSE22873"	"myd88_liver"
"2310022B05Rik"	0.68260768	0.0109	0.3869928	1.96257350205938	"GSE22873"	"myd88_liver"
"Pknox1"	0.68245968	0.0185	0.4059269	1.73282827159699	"GSE22873"	"myd88_liver"
"Proca1"	0.68213489	0.00799	0.3823374	2.09745322068601	"GSE22873"	"myd88_liver"
"Slc39a10"	0.68202464	0.00302	0.3449019	2.51999305704285	"GSE22873"	"myd88_liver"
"Herc1"	0.68135034	0.0127	0.3935117	1.89619627904404	"GSE22873"	"myd88_liver"
"Yap1"	0.68100769	0.0341	0.4440735	1.4672456210075	"GSE22873"	"myd88_liver"
"Slc25a23"	0.6809031	0.0447	0.4645413	1.34969247686806	"GSE22873"	"myd88_liver"
"9430020K01Rik"	0.68089391	0.00884	0.3823374	2.05354773498693	"GSE22873"	"myd88_liver"
"Jarid2"	0.6799854	0.0371	0.451054	1.43062609038495	"GSE22873"	"myd88_liver"
"Nlrx1"	0.67900718	0.00296	0.3449019	2.52870828894106	"GSE22873"	"myd88_liver"
"Ddx10"	0.67889319	0.0283	0.4325283	1.54821356447571	"GSE22873"	"myd88_liver"
"Fbxo31"	0.67877166	0.0382	0.4525202	1.41793663708829	"GSE22873"	"myd88_liver"
"Xpc"	0.67820692	0.00377	0.3538968	2.42365864979421	"GSE22873"	"myd88_liver"
"Ash1l"	0.67792985	0.0151	0.4011866	1.82102305270683	"GSE22873"	"myd88_liver"
"Dhdh"	0.67442466	0.0292	0.4329415	1.53461714855158	"GSE22873"	"myd88_liver"
"Sfxn5"	0.67355421	0.0381	0.4525202	1.41907502432438	"GSE22873"	"myd88_liver"
"Pacsin3"	0.67312709	0.00223	0.321528	2.65169513695184	"GSE22873"	"myd88_liver"
"Mtx3"	0.67304293	0.0174	0.4045251	1.7594507517174	"GSE22873"	"myd88_liver"
"Bcas3"	0.67292627	0.0495	0.4737893	1.30539480106643	"GSE22873"	"myd88_liver"
"Sart1"	0.67108931	0.000894	0.2597681	3.04866248120408	"GSE22873"	"myd88_liver"
"Tspan14"	0.67058442	0.0149	0.4011866	1.82681373158773	"GSE22873"	"myd88_liver"
"S100pbp"	0.67054939	0.01	0.3838471	2	"GSE22873"	"myd88_liver"
"Dusp4"	0.66970206	0.00983	0.3832232	2.00744648216786	"GSE22873"	"myd88_liver"
"Nomo1"	0.66959395	0.013	0.3935117	1.88605664769316	"GSE22873"	"myd88_liver"
"Arhgef18"	0.66919447	0.0325	0.4409373	1.48811663902113	"GSE22873"	"myd88_liver"
"Tyw1"	0.66830342	0.00132	0.2804261	2.87942606879415	"GSE22873"	"myd88_liver"
"Utp20"	0.66828675	0.0332	0.4424783	1.47886191629596	"GSE22873"	"myd88_liver"
"Tbck"	0.6667825	0.0298	0.4348152	1.52578373592374	"GSE22873"	"myd88_liver"
"Vcpip1"	0.66669377	0.0111	0.3885407	1.95467702121334	"GSE22873"	"myd88_liver"
"Gbf1"	0.66636458	0.00443	0.3538968	2.35359627377693	"GSE22873"	"myd88_liver"
"Pbxip1"	0.66628488	0.0249	0.4217295	1.60380065290426	"GSE22873"	"myd88_liver"
"Pde7a"	0.66590172	0.0216	0.4134644	1.66554624884907	"GSE22873"	"myd88_liver"
"Foxn3"	0.6658812	0.00268	0.3409859	2.57186520597121	"GSE22873"	"myd88_liver"
"Lrp1"	0.665628	0.00668	0.3823374	2.17522353752445	"GSE22873"	"myd88_liver"
"Clcn3"	0.66370238	0.0351	0.4450678	1.45469288353418	"GSE22873"	"myd88_liver"
"Sufu"	0.66267409	0.0161	0.4011866	1.79317412396815	"GSE22873"	"myd88_liver"
"Srsf1"	0.66239912	0.0496	0.4740451	1.3045183235098	"GSE22873"	"myd88_liver"
"Tcf4"	0.66196165	0.00395	0.3538968	2.40340290437354	"GSE22873"	"myd88_liver"
"Txlng"	0.66194303	0.00719	0.3823374	2.14327110961712	"GSE22873"	"myd88_liver"
"Col5a3"	0.66193476	0.00705	0.3823374	2.1518108830086	"GSE22873"	"myd88_liver"
"Zbtb22"	0.66188902	0.0119	0.3935117	1.92445303860747	"GSE22873"	"myd88_liver"
"Dapk2"	0.66175688	0.0377	0.4525081	1.42365864979421	"GSE22873"	"myd88_liver"
"Npc1"	0.66162212	0.00957	0.3824068	2.01908806222316	"GSE22873"	"myd88_liver"
"Stat5a"	0.66128047	0.00376	0.3538968	2.42481215507234	"GSE22873"	"myd88_liver"
"Tpcn1"	0.66122613	0.0328	0.441241	1.48412615628832	"GSE22873"	"myd88_liver"
"Ttc23"	0.66111065	0.00866	0.3823374	2.06248210798265	"GSE22873"	"myd88_liver"
"Cyp46a1"	0.66024987	0.00105	0.2623087	2.97881070093006	"GSE22873"	"myd88_liver"
"Pnisr"	0.66021089	0.00113	0.2650901	2.94692155651658	"GSE22873"	"myd88_liver"
"Nr5a2"	0.65857705	0.0356	0.4464827	1.44855000202712	"GSE22873"	"myd88_liver"
"Tbc1d16"	0.65834631	0.00438	0.3538968	2.3585258894959	"GSE22873"	"myd88_liver"
"Gaa"	0.65781617	0.0169	0.4031275	1.77211329538633	"GSE22873"	"myd88_liver"
"Lmo7"	0.65749519	0.00834	0.3823374	2.07883394936226	"GSE22873"	"myd88_liver"
"Dip2b"	0.65705587	0.0374	0.4521756	1.42712839779952	"GSE22873"	"myd88_liver"
"Son"	0.65653383	0.012	0.3935117	1.92081875395238	"GSE22873"	"myd88_liver"
"Farp1"	0.65541782	0.021	0.4134644	1.67778070526608	"GSE22873"	"myd88_liver"
"Sltm"	0.65448483	0.0391	0.4542534	1.40782324260413	"GSE22873"	"myd88_liver"
"Thrap3"	0.65445179	0.00161	0.2902648	2.79317412396815	"GSE22873"	"myd88_liver"
"Man2a2"	0.65421795	0.00784	0.3823374	2.10568393731556	"GSE22873"	"myd88_liver"
"Ezh1"	0.65369641	0.00215	0.3185597	2.66756154008439	"GSE22873"	"myd88_liver"
"Tmcc1"	0.65330321	0.0444	0.4639752	1.35261702988538	"GSE22873"	"myd88_liver"
"Gas2l1"	0.65319886	0.0465	0.4670656	1.33254704711005	"GSE22873"	"myd88_liver"
"Zmiz2"	0.65310594	0.00149	0.2865759	2.82681373158773	"GSE22873"	"myd88_liver"
"Sipa1l3"	0.6524318	0.000285	0.2141381	3.54515513999149	"GSE22873"	"myd88_liver"
"Hif1an"	0.65216232	0.0082	0.3823374	2.08618614761628	"GSE22873"	"myd88_liver"
"Pigk"	0.65128442	0.0229	0.4161509	1.64016451766011	"GSE22873"	"myd88_liver"
"Nfia"	0.65083088	0.0301	0.4353318	1.52143350440616	"GSE22873"	"myd88_liver"
"Fos"	0.64949295	0.0372	0.4511173	1.4294570601181	"GSE22873"	"myd88_liver"
"Ccdc97"	0.64868483	0.0111	0.387778	1.95467702121334	"GSE22873"	"myd88_liver"
"Mob3b"	0.64842613	0.00622	0.3783838	2.20620961530918	"GSE22873"	"myd88_liver"
"2900026A02Rik"	0.64818643	0.00817	0.3823374	2.08777794346758	"GSE22873"	"myd88_liver"
"Dnmt3a"	0.64786855	0.00227	0.321528	2.64397414280688	"GSE22873"	"myd88_liver"
"Steap2"	0.64744895	0.0137	0.3935117	1.86327943284359	"GSE22873"	"myd88_liver"
"Rreb1"	0.64652192	0.0224	0.4146787	1.64975198166584	"GSE22873"	"myd88_liver"
"Sf3b3"	0.64635875	0.0202	0.410729	1.69464863055338	"GSE22873"	"myd88_liver"
"Bik"	0.6461621	0.0104	0.3862263	1.98296666070122	"GSE22873"	"myd88_liver"
"Rpa2"	0.64453212	0.0134	0.3935117	1.87289520163519	"GSE22873"	"myd88_liver"
"Tm9sf3"	0.64419047	0.0231	0.4161509	1.63638802010786	"GSE22873"	"myd88_liver"
"Zbtb7b"	0.64411089	0.000824	0.2546389	3.08407278830288	"GSE22873"	"myd88_liver"
"Osbpl11"	0.64399947	0.029	0.4325283	1.53760200210104	"GSE22873"	"myd88_liver"
"Inpp5b"	0.64377127	0.00203	0.3185597	2.69250396208679	"GSE22873"	"myd88_liver"
"Reep3"	0.64302586	0.0279	0.4325283	1.5543957967264	"GSE22873"	"myd88_liver"
"Ptprd"	0.6426093	0.0483	0.4711715	1.31605286924849	"GSE22873"	"myd88_liver"
"Cpm"	0.64256783	0.00489	0.3608765	2.31069114087638	"GSE22873"	"myd88_liver"
"B930098A02Rik///Chic2"	0.64256369	0.0487	0.4717996	1.31247103878537	"GSE22873"	"myd88_liver"
"Efemp1"	0.64222548	0.0114	0.3924361	1.94309514866353	"GSE22873"	"myd88_liver"
"Fbxo32"	0.64077255	0.00975	0.3832232	2.01099538430146	"GSE22873"	"myd88_liver"
"Xpo6"	0.64030714	0.0171	0.4045122	1.76700388960785	"GSE22873"	"myd88_liver"
"Mettl17"	0.64027129	0.000347	0.2141381	3.45967052520913	"GSE22873"	"myd88_liver"
"AI314180"	0.64022501	0.0378	0.4525081	1.42250820016277	"GSE22873"	"myd88_liver"
"Cnnm2"	0.64001968	0.0103	0.3856473	1.98716277529483	"GSE22873"	"myd88_liver"
"Mylk"	0.63973623	0.0305	0.4370008	1.51570016065321	"GSE22873"	"myd88_liver"
"Gga2"	0.63908421	0.0127	0.3935117	1.89619627904404	"GSE22873"	"myd88_liver"
"Rnf217"	0.63754008	0.0498	0.4740451	1.30277065724028	"GSE22873"	"myd88_liver"
"Emilin1"	0.63707234	0.0437	0.4620355	1.35951856302958	"GSE22873"	"myd88_liver"
"Chd9"	0.63628611	0.0317	0.4392491	1.49894073778225	"GSE22873"	"myd88_liver"
"Zxdc"	0.63530907	0.0388	0.4535033	1.41116827440579	"GSE22873"	"myd88_liver"
"Snca"	0.63478306	0.0211	0.4134644	1.67571754470231	"GSE22873"	"myd88_liver"
"Plxnb1"	0.63409154	0.000366	0.2141381	3.43651891460559	"GSE22873"	"myd88_liver"
"Tgfbr3"	0.63397345	0.0288	0.4325283	1.54060751224077	"GSE22873"	"myd88_liver"
"Cep68"	0.63355011	0.00229	0.321528	2.64016451766011	"GSE22873"	"myd88_liver"
"C79468"	0.63266571	0.0346	0.4440735	1.46092390120722	"GSE22873"	"myd88_liver"
"Smc1a"	0.63251542	0.032	0.4406557	1.49485002168009	"GSE22873"	"myd88_liver"
"Med1"	0.6319424	0.0244	0.4192253	1.61261017366127	"GSE22873"	"myd88_liver"
"Sidt2"	0.63162847	0.0129	0.3935117	1.88941028970075	"GSE22873"	"myd88_liver"
"C230091D08Rik"	0.63160119	0.00157	0.2902648	2.80410034759077	"GSE22873"	"myd88_liver"
"Tnfaip8l1"	0.63149794	0.00864	0.3823374	2.06348625752111	"GSE22873"	"myd88_liver"
"Ptk2b"	0.63139475	0.0319	0.4401207	1.49620931694282	"GSE22873"	"myd88_liver"
"Arrdc3"	0.63130114	0.00747	0.3823374	2.1266793981846	"GSE22873"	"myd88_liver"
"AI464131"	0.63127526	0.022	0.4134644	1.65757731917779	"GSE22873"	"myd88_liver"
"Usp48"	0.63060661	0.00547	0.3746325	2.26201267366657	"GSE22873"	"myd88_liver"
"Diaph2"	0.62999291	0.0477	0.470468	1.32148162095989	"GSE22873"	"myd88_liver"
"Igf2r"	0.62851906	0.0273	0.4309463	1.56383735295924	"GSE22873"	"myd88_liver"
"Gid8"	0.62819778	0.00594	0.3764946	2.22621355501881	"GSE22873"	"myd88_liver"
"Nrde2"	0.62632757	0.0288	0.4325283	1.54060751224077	"GSE22873"	"myd88_liver"
"Odf2"	0.62479913	0.0313	0.4387773	1.50445566245355	"GSE22873"	"myd88_liver"
"A230050P20Rik"	0.62474703	0.000456	0.2162587	3.34103515733556	"GSE22873"	"myd88_liver"
"Nap1l1"	0.62388955	0.0195	0.4087214	1.70996538863748	"GSE22873"	"myd88_liver"
"Angptl2"	0.62269691	0.00122	0.2748468	2.91364016932525	"GSE22873"	"myd88_liver"
"Sdf4"	0.62216448	0.0156	0.4011866	1.80687540164554	"GSE22873"	"myd88_liver"
"Taf4"	0.6216406	0.0482	0.4705474	1.31695296176115	"GSE22873"	"myd88_liver"
"LOC102641262///Ehmt1"	0.62147166	0.0345	0.4440735	1.46218090492673	"GSE22873"	"myd88_liver"
"Dnajc19-ps///Dnajc19"	0.6214114	0.0153	0.4011866	1.8153085691824	"GSE22873"	"myd88_liver"
"Akap17b"	0.62133736	0.0104	0.3861176	1.98296666070122	"GSE22873"	"myd88_liver"
"Pcbp2"	0.62025425	0.00273	0.3443602	2.56383735295924	"GSE22873"	"myd88_liver"
"Atp7b"	0.62007641	0.00636	0.3800001	2.19654288435159	"GSE22873"	"myd88_liver"
"Ylpm1"	0.61956936	0.000806	0.2546389	3.09366495819491	"GSE22873"	"myd88_liver"
"Dhx9"	0.61878228	0.00673	0.3823374	2.17198493577602	"GSE22873"	"myd88_liver"
"Dnajb14///1110018F16Rik"	0.61875953	0.0482	0.4705474	1.31695296176115	"GSE22873"	"myd88_liver"
"Mprip"	0.61851724	0.00374	0.3538968	2.42712839779952	"GSE22873"	"myd88_liver"
"Arhgap31"	0.61848987	0.0245	0.4198929	1.61083391563547	"GSE22873"	"myd88_liver"
"Atxn1"	0.61725067	0.00709	0.3823374	2.14935376481693	"GSE22873"	"myd88_liver"
"Daxx"	0.61683405	0.0125	0.3935117	1.90308998699194	"GSE22873"	"myd88_liver"
"Btnl9"	0.61664455	0.0374	0.4521756	1.42712839779952	"GSE22873"	"myd88_liver"
"Trim8"	0.61617564	0.0468	0.4681203	1.32975414692588	"GSE22873"	"myd88_liver"
"Sdr9c7"	0.61596605	0.0351	0.4450678	1.45469288353418	"GSE22873"	"myd88_liver"
"Gfpt1"	0.61561101	0.0205	0.4118174	1.68824613894425	"GSE22873"	"myd88_liver"
"Bambi"	0.61552181	0.0439	0.4630314	1.35753547975788	"GSE22873"	"myd88_liver"
"Tsn"	0.61544401	0.0129	0.3935117	1.88941028970075	"GSE22873"	"myd88_liver"
"Zfr"	0.61521979	0.00014	0.2042696	3.85387196432176	"GSE22873"	"myd88_liver"
"Cpeb3"	0.61479833	0.027	0.4296115	1.56863623584101	"GSE22873"	"myd88_liver"
"Lad1"	0.61476755	0.0374	0.4521756	1.42712839779952	"GSE22873"	"myd88_liver"
"Mtmr4"	0.61344688	0.00168	0.2975807	2.77469071827414	"GSE22873"	"myd88_liver"
"Eef2k"	0.61318178	0.000418	0.216052	3.37882371822496	"GSE22873"	"myd88_liver"
"Nr2f2"	0.61302542	0.00777	0.3823374	2.10957898119909	"GSE22873"	"myd88_liver"
"R3hdm2"	0.6129178	0.0211	0.4134644	1.67571754470231	"GSE22873"	"myd88_liver"
"Rrbp1"	0.61287072	0.00574	0.3751855	2.24108810760203	"GSE22873"	"myd88_liver"
"Vapb"	0.61246293	0.000932	0.2597681	3.03058408764602	"GSE22873"	"myd88_liver"
"Iffo2"	0.60954272	0.0318	0.4399853	1.49757288001557	"GSE22873"	"myd88_liver"
"Taf4b"	0.60908511	0.037	0.4505971	1.43179827593301	"GSE22873"	"myd88_liver"
"Asph"	0.60861689	0.0205	0.4118174	1.68824613894425	"GSE22873"	"myd88_liver"
"Sema4g"	0.60859207	0.0132	0.3935117	1.87942606879415	"GSE22873"	"myd88_liver"
"Slc25a45"	0.60832247	0.00646	0.3817723	2.18976748200492	"GSE22873"	"myd88_liver"
"Cdc42ep1"	0.6079393	0.00531	0.3715803	2.27490547891853	"GSE22873"	"myd88_liver"
"Mast2"	0.60786528	0.0147	0.4011866	1.83268266525182	"GSE22873"	"myd88_liver"
"9230114K14Rik"	0.60743201	0.0213	0.4134644	1.67162039656126	"GSE22873"	"myd88_liver"
"Aatk"	0.6071973	0.0174	0.4045251	1.7594507517174	"GSE22873"	"myd88_liver"
"Dync1h1"	0.60550273	0.00693	0.3823374	2.15926676538819	"GSE22873"	"myd88_liver"
"Enpep"	0.60547031	0.0126	0.3935117	1.89962945488244	"GSE22873"	"myd88_liver"
"Gabpb2"	0.60486474	0.0465	0.4670656	1.33254704711005	"GSE22873"	"myd88_liver"
"Slc35c1"	0.6048568	0.0377	0.4525081	1.42365864979421	"GSE22873"	"myd88_liver"
"Fzd1"	0.60414363	0.014	0.3936059	1.85387196432176	"GSE22873"	"myd88_liver"
"Trak1"	0.60390962	0.00591	0.3764946	2.22841251911874	"GSE22873"	"myd88_liver"
"Dnajc1"	0.60215507	0.00635	0.3800001	2.19722627470802	"GSE22873"	"myd88_liver"
"Kdm6b"	0.60184367	0.0374	0.4521756	1.42712839779952	"GSE22873"	"myd88_liver"
"Tmpo"	0.60120976	0.00479	0.3601799	2.31966448658544	"GSE22873"	"myd88_liver"
"Fam126b"	0.60098755	0.0232	0.4161509	1.6345120151091	"GSE22873"	"myd88_liver"
"Lgals4"	0.60096158	0.00696	0.3823374	2.15739076038944	"GSE22873"	"myd88_liver"
"Sept9"	0.60039007	0.0401	0.4572264	1.39685562737982	"GSE22873"	"myd88_liver"
"Abca8a"	0.59909426	0.00708	0.3823374	2.14996674231023	"GSE22873"	"myd88_liver"
"Ube4a"	0.5984536	0.00633	0.3800001	2.19859628998264	"GSE22873"	"myd88_liver"
"Csk"	0.59826146	0.00506	0.3677333	2.2958494831602	"GSE22873"	"myd88_liver"
"Ankrd50"	0.59795178	0.000381	0.2149888	3.41907502432438	"GSE22873"	"myd88_liver"
"Gcc2"	0.59787996	0.0262	0.4272085	1.58169870868025	"GSE22873"	"myd88_liver"
"Ap3d1"	0.59726076	0.00443	0.3538968	2.35359627377693	"GSE22873"	"myd88_liver"
